Year,Month,FullDate,SP500Index,CPIMonthly,MonthlyDiv,Earnings,Inflation Rate,CPIIndex,SP500+DivMonthly,TotalMonthlyReturn,10-YearTreasury
1948,11,Nov-30-1948,15.290000,-0.008200,0.075833,2.220000,-0.008000,1.940000,210.670000,-0.050906,0.023300
1948,12,Dec-31-1948,15.190000,-0.004100,0.075833,2.290000,-0.004000,1.930000,210.330000,-0.001581,0.023200
1949,1,Jan-31-1949,15.360000,-0.004100,0.080278,2.320000,-0.004000,1.930000,213.800000,0.016476,0.023100
1949,2,Feb-28-1949,14.770000,-0.008300,0.080278,2.350000,-0.008000,1.910000,206.700000,-0.033185,0.023100
1949,3,Mar-31-1949,14.910000,0.000000,0.080278,2.380000,0.000000,1.910000,209.790000,0.014914,0.023100
1949,4,Apr-30-1949,14.890000,0.004200,0.083889,2.390000,0.004000,1.920000,210.690000,0.004285,0.023100
1949,5,May-31-1949,14.780000,-0.004200,0.083889,2.390000,-0.004000,1.910000,210.320000,-0.001754,0.023100
1949,6,Jun-30-1949,13.970000,0.004200,0.083889,2.400000,0.004000,1.920000,199.980000,-0.049128,0.023100
1949,7,Jul-31-1949,14.760000,-0.008400,0.086111,2.400000,-0.008000,1.900000,212.520000,0.062714,0.023200
1949,8,Aug-31-1949,15.290000,0.004200,0.086111,2.390000,0.004000,1.910000,221.400000,0.041742,0.023200
1949,9,Sep-30-1949,15.490000,0.004200,0.086111,2.390000,0.004000,1.920000,225.540000,0.018712,0.023200
1949,10,Oct-31-1949,15.890000,-0.008400,0.092222,2.370000,-0.008000,1.900000,232.710000,0.031777,0.023200
1949,11,Nov-30-1949,16.110000,0.004200,0.092222,2.340000,0.004000,1.910000,237.280000,0.019649,0.023200
1949,12,Dec-31-1949,16.540000,-0.008400,0.092222,2.320000,-0.008000,1.890000,244.970000,0.032416,0.023200
1950,1,Jan-31-1950,17.050000,-0.004200,0.096667,2.340000,-0.004000,1.890000,253.960000,0.036679,0.023200
1950,2,Feb-28-1950,17.220000,0.000000,0.096667,2.350000,0.000000,1.890000,257.930000,0.015640,0.023400
1950,3,Mar-31-1950,17.290000,0.004300,0.096667,2.370000,0.004000,1.890000,260.420000,0.009679,0.023600
1950,4,Apr-30-1950,17.960000,0.000000,0.099167,2.430000,0.000000,1.890000,272.010000,0.044486,0.023800
1950,5,May-31-1950,18.780000,0.004200,0.099167,2.480000,0.004000,1.900000,285.930000,0.051179,0.024000
1950,6,Jun-30-1950,17.690000,0.004200,0.099167,2.540000,0.004000,1.910000,270.840000,-0.052760,0.024200
1950,7,Jul-31-1950,17.840000,0.012600,0.107222,2.600000,0.013000,1.930000,274.780000,0.014540,0.024400
1950,8,Aug-31-1950,18.420000,0.008300,0.107222,2.660000,0.008000,1.950000,285.370000,0.038521,0.024700
1950,9,Sep-30-1950,19.450000,0.004100,0.107222,2.720000,0.004000,1.960000,302.990000,0.061739,0.024900
1950,10,Oct-31-1950,19.530000,0.008200,0.118611,2.760000,0.008000,1.970000,306.080000,0.010211,0.025100
1950,11,Nov-30-1950,19.510000,0.004100,0.118611,2.800000,0.004000,1.980000,307.620000,0.005049,0.025300
1950,12,Dec-31-1950,20.430000,0.012100,0.118611,2.840000,0.012000,2.010000,324.000000,0.053235,0.025500
1951,1,Jan-31-1951,21.660000,0.016000,0.125278,2.840000,0.016000,2.040000,345.490000,0.066338,0.025700
1951,2,Feb-28-1951,21.800000,0.011800,0.125278,2.830000,0.012000,2.060000,349.730000,0.012247,0.025800
1951,3,Mar-31-1951,21.480000,0.003900,0.125278,2.830000,0.004000,2.070000,346.600000,-0.008932,0.025900
1951,4,Apr-30-1951,22.430000,0.000000,0.128889,2.790000,0.000000,2.070000,364.010000,0.050228,0.026000
1951,5,May-31-1951,21.520000,0.003900,0.128889,2.760000,0.004000,2.080000,351.330000,-0.034824,0.026100
1951,6,Jun-30-1951,20.960000,0.000000,0.128889,2.720000,0.000000,2.080000,344.300000,-0.020033,0.026200
1951,7,Jul-31-1951,22.400000,0.000000,0.127778,2.650000,0.000000,2.080000,370.050000,0.074799,0.026200
1951,8,Aug-31-1951,23.280000,0.000000,0.127778,2.580000,0.000000,2.080000,386.700000,0.044990,0.026300
1951,9,Sep-30-1951,23.260000,0.007700,0.127778,2.510000,0.008000,2.090000,388.490000,0.004630,0.026400
1951,10,Oct-31-1951,22.940000,0.003800,0.120556,2.490000,0.004000,2.100000,385.160000,-0.008575,0.026500
1951,11,Nov-30-1951,22.880000,0.007600,0.120556,2.460000,0.008000,2.120000,386.170000,0.002640,0.026600
1951,12,Dec-31-1951,23.770000,0.003800,0.120556,2.440000,0.004000,2.130000,403.230000,0.044168,0.026700
1952,1,Jan-31-1952,24.140000,0.000000,0.118056,2.430000,0.000000,2.130000,411.510000,0.020532,0.026800
1952,2,Feb-29-1952,23.260000,-0.007500,0.118056,2.410000,-0.008000,2.110000,398.520000,-0.031564,0.026900
1952,3,Mar-31-1952,24.370000,0.000000,0.118056,2.400000,0.000000,2.110000,419.560000,0.052797,0.027000
1952,4,Apr-30-1952,23.320000,0.003800,0.120000,2.380000,0.004000,2.120000,403.550000,-0.038162,0.027200
1952,5,May-31-1952,23.860000,0.000000,0.120000,2.360000,0.000000,2.120000,414.970000,0.028302,0.027300
1952,6,Jun-30-1952,24.960000,0.003800,0.120000,2.340000,0.004000,2.130000,436.190000,0.051132,0.027400
1952,7,Jul-31-1952,25.400000,0.007500,0.120833,2.350000,0.008000,2.140000,445.990000,0.022469,0.027600
1952,8,Aug-31-1952,25.030000,0.000000,0.120833,2.350000,0.000000,2.140000,441.620000,-0.009810,0.027700
1952,9,Sep-30-1952,24.540000,0.000000,0.120833,2.360000,0.000000,2.140000,435.100000,-0.014749,0.027800
1952,10,Oct-31-1952,24.520000,0.000000,0.118611,2.370000,0.000000,2.140000,436.850000,0.004018,0.027900
1952,11,Nov-30-1952,25.660000,0.000000,0.118611,2.390000,0.000000,2.140000,459.270000,0.051330,0.028100
1952,12,Dec-31-1952,26.570000,0.000000,0.118611,2.400000,0.000000,2.140000,477.680000,0.040086,0.028200
1953,1,Jan-31-1953,26.380000,-0.003700,0.117500,2.410000,-0.004000,2.130000,476.380000,-0.002729,0.028300
1953,2,Feb-28-1953,25.900000,-0.003800,0.117500,2.420000,-0.004000,2.130000,469.830000,-0.013741,0.028000
1953,3,Mar-31-1953,25.290000,0.003800,0.117500,2.430000,0.004000,2.130000,460.900000,-0.019015,0.027700
1953,4,Apr-30-1953,24.620000,0.000000,0.118056,2.460000,0.000000,2.130000,450.840000,-0.021825,0.028300
1953,5,May-31-1953,24.540000,0.003800,0.118056,2.480000,0.004000,2.140000,451.540000,0.001546,0.030500
1953,6,Jun-30-1953,24.140000,0.003700,0.118056,2.510000,0.004000,2.150000,446.350000,-0.011489,0.031100
1953,7,Jul-31-1953,24.750000,0.000000,0.118333,2.520000,0.000000,2.150000,459.820000,0.030171,0.029300
1953,8,Aug-31-1953,23.320000,0.003700,0.118333,2.540000,0.004000,2.160000,435.450000,-0.052997,0.029500
1953,9,Sep-30-1953,23.350000,0.000000,0.118333,2.550000,0.000000,2.160000,438.220000,0.006361,0.028700
1953,10,Oct-31-1953,24.540000,0.003700,0.120000,2.540000,0.004000,2.170000,462.800000,0.056103,0.026600
1953,11,Nov-30-1953,24.760000,-0.003700,0.120000,2.520000,-0.004000,2.160000,469.220000,0.013855,0.026800
1953,12,Dec-31-1953,24.810000,0.000000,0.120000,2.510000,0.000000,2.160000,472.440000,0.006866,0.025900
1954,1,Jan-31-1954,26.080000,0.000000,0.121944,2.520000,0.000000,2.160000,498.940000,0.056104,0.024800
1954,2,Feb-28-1954,26.150000,0.000000,0.121944,2.540000,0.000000,2.160000,502.620000,0.007360,0.024700
1954,3,Mar-31-1954,26.940000,0.000000,0.121944,2.550000,0.000000,2.160000,520.140000,0.034874,0.023700
1954,4,Apr-30-1954,28.260000,-0.003700,0.121389,2.570000,-0.004000,2.150000,547.970000,0.053504,0.022900
1954,5,May-31-1954,29.190000,0.003700,0.121389,2.600000,0.004000,2.160000,568.360000,0.037204,0.023700
1954,6,Jun-30-1954,29.210000,0.000000,0.121389,2.620000,0.000000,2.160000,571.110000,0.004844,0.023800
1954,7,Jul-31-1954,30.880000,0.000000,0.121944,2.620000,0.000000,2.160000,606.150000,0.061347,0.023000
1954,8,Aug-31-1954,29.830000,0.000000,0.121944,2.630000,0.000000,2.160000,587.930000,-0.030054,0.023600
1954,9,Sep-30-1954,32.310000,-0.003700,0.121944,2.630000,-0.004000,2.150000,639.220000,0.087226,0.023800
1954,10,Oct-31-1954,31.680000,0.000000,0.126389,2.680000,0.000000,2.150000,629.250000,-0.015587,0.024300
1954,11,Nov-30-1954,34.240000,0.000000,0.126389,2.720000,0.000000,2.150000,682.610000,0.084798,0.024800
1954,12,Dec-31-1954,35.980000,-0.003700,0.126389,2.770000,-0.004000,2.140000,719.820000,0.054509,0.025100
1955,1,Jan-31-1955,36.630000,0.000000,0.129444,2.830000,0.000000,2.140000,735.410000,0.021663,0.026100
1955,2,Feb-28-1955,36.760000,0.000000,0.129444,2.900000,0.000000,2.140000,740.620000,0.007083,0.026500
1955,3,Mar-31-1955,36.580000,0.000000,0.129444,2.960000,0.000000,2.140000,739.600000,-0.001375,0.026800
1955,4,Apr-30-1955,37.960000,0.000000,0.130556,3.050000,0.000000,2.140000,770.140000,0.041294,0.027500
1955,5,May-31-1955,37.910000,0.000000,0.130556,3.130000,0.000000,2.140000,771.780000,0.002122,0.027600
1955,6,Jun-30-1955,41.030000,0.000000,0.130556,3.220000,0.000000,2.140000,837.950000,0.085744,0.027800
1955,7,Jul-31-1955,43.520000,0.003700,0.133611,3.290000,0.004000,2.150000,891.540000,0.063944,0.029000
1955,8,Aug-31-1955,43.180000,0.000000,0.133611,3.370000,0.000000,2.150000,887.310000,-0.004742,0.029700
1955,9,Sep-30-1955,43.670000,0.003700,0.133611,3.440000,0.004000,2.160000,900.120000,0.014442,0.029700
1955,10,Oct-31-1955,42.340000,0.000000,0.136111,3.500000,0.000000,2.160000,875.510000,-0.027339,0.028800
1955,11,Nov-30-1955,45.510000,0.000000,0.136111,3.560000,0.000000,2.160000,943.880000,0.078085,0.028900
1955,12,Dec-31-1955,45.480000,-0.003700,0.136111,3.620000,-0.004000,2.150000,946.080000,0.002332,0.029600
1956,1,Jan-31-1956,43.820000,0.000000,0.141667,3.640000,0.000000,2.150000,914.500000,-0.033385,0.029000
1956,2,Feb-29-1956,45.340000,0.000000,0.141667,3.670000,0.000000,2.150000,949.170000,0.037920,0.028400
1956,3,Mar-31-1956,48.480000,0.000000,0.141667,3.690000,0.000000,2.150000,1017.870000,0.072379,0.029600
1956,4,Apr-30-1956,48.380000,0.003700,0.148056,3.660000,0.004000,2.160000,1018.880000,0.000991,0.031800
1956,5,May-31-1956,45.200000,0.003700,0.148056,3.630000,0.004000,2.170000,955.030000,-0.062669,0.030700
1956,6,Jun-30-1956,46.970000,0.007400,0.148056,3.600000,0.007000,2.180000,995.560000,0.042435,0.030000
1956,7,Jul-31-1956,49.390000,0.007400,0.152222,3.550000,0.007000,2.200000,1050.080000,0.054763,0.031100
1956,8,Aug-31-1956,47.510000,-0.003600,0.152222,3.510000,-0.004000,2.190000,1013.340000,-0.034982,0.033300
1956,9,Sep-30-1956,45.350000,0.003700,0.152222,3.460000,0.004000,2.200000,970.520000,-0.042260,0.033800
1956,10,Oct-31-1956,45.580000,0.003600,0.147778,3.440000,0.004000,2.210000,978.600000,0.008330,0.033400
1956,11,Nov-30-1956,45.080000,0.000000,0.147778,3.430000,0.000000,2.210000,971.040000,-0.007728,0.034900
1956,12,Dec-31-1956,46.670000,0.003600,0.147778,3.410000,0.004000,2.210000,1008.470000,0.038549,0.035900
1957,1,Jan-31-1957,44.720000,0.000000,0.144444,3.410000,0.000000,2.210000,969.460000,-0.038688,0.034600
1957,2,Feb-28-1957,43.260000,0.003600,0.144444,3.400000,0.004000,2.220000,940.940000,-0.029418,0.033400
1957,3,Mar-31-1957,44.110000,0.003600,0.144444,3.400000,0.004000,2.230000,962.570000,0.022988,0.034100
1957,4,Apr-30-1957,45.740000,0.003600,0.144167,3.410000,0.004000,2.240000,1001.280000,0.040221,0.034800
1957,5,May-31-1957,47.430000,0.003600,0.144167,3.410000,0.004000,2.250000,1041.440000,0.040100,0.036000
1957,6,Jun-30-1957,47.370000,0.003600,0.144167,3.420000,0.004000,2.250000,1043.280000,0.001775,0.038000
1957,7,Jul-31-1957,47.910000,0.007100,0.145833,3.440000,0.007000,2.270000,1058.390000,0.014478,0.039300
1957,8,Aug-31-1957,45.220000,0.000000,0.145833,3.450000,0.000000,2.270000,1002.180000,-0.053103,0.039300
1957,9,Sep-30-1957,42.420000,0.000000,0.145833,3.470000,0.000000,2.270000,943.360000,-0.058695,0.039200
1957,10,Oct-31-1957,41.060000,0.000000,0.148333,3.440000,0.000000,2.270000,916.420000,-0.028564,0.039700
1957,11,Nov-30-1957,41.720000,0.003500,0.148333,3.400000,0.004000,2.280000,934.460000,0.019687,0.037200
1957,12,Dec-31-1957,39.990000,0.000000,0.148333,3.370000,0.000000,2.280000,899.030000,-0.037911,0.032100
1958,1,Jan-31-1958,41.700000,0.007000,0.148056,3.290000,0.007000,2.290000,940.800000,0.046463,0.030900
1958,2,Feb-28-1958,40.840000,0.000000,0.148056,3.220000,0.000000,2.290000,924.740000,-0.017073,0.030500
1958,3,Mar-31-1958,42.100000,0.007000,0.148056,3.140000,0.007000,2.310000,956.620000,0.034477,0.029800
1958,4,Apr-30-1958,43.440000,0.003500,0.145278,3.070000,0.003000,2.320000,990.370000,0.035280,0.028800
1958,5,May-31-1958,44.090000,0.000000,0.145278,3.000000,0.000000,2.320000,1008.500000,0.018308,0.029200
1958,6,Jun-30-1958,45.240000,0.000000,0.145278,2.930000,0.000000,2.320000,1038.130000,0.029378,0.029700
1958,7,Jul-31-1958,47.190000,0.003500,0.144167,2.910000,0.003000,2.330000,1086.190000,0.046290,0.032000
1958,8,Aug-31-1958,47.750000,-0.003400,0.144167,2.900000,-0.003000,2.320000,1102.390000,0.014922,0.035400
1958,9,Sep-30-1958,50.060000,0.000000,0.144167,2.880000,0.000000,2.320000,1159.050000,0.051396,0.037600
1958,10,Oct-31-1958,51.330000,0.000000,0.145278,2.880000,0.000000,2.320000,1191.820000,0.028272,0.038000
1958,11,Nov-30-1958,52.480000,0.003500,0.145278,2.890000,0.003000,2.330000,1221.900000,0.025234,0.037400
1958,12,Dec-31-1958,55.210000,-0.003400,0.145278,2.890000,-0.003000,2.320000,1288.840000,0.054788,0.038600
1959,1,Jan-31-1959,55.450000,0.003500,0.146944,2.960000,0.003000,2.330000,1297.870000,0.007009,0.040200
1959,2,Feb-28-1959,55.410000,-0.003400,0.146944,3.040000,-0.003000,2.320000,1300.380000,0.001929,0.039600
1959,3,Mar-31-1959,55.440000,0.000000,0.146944,3.110000,0.000000,2.320000,1304.530000,0.003193,0.039900
1959,4,Apr-30-1959,57.590000,0.003500,0.148611,3.210000,0.003000,2.330000,1358.620000,0.041461,0.041200
1959,5,May-31-1959,58.680000,0.000000,0.148611,3.300000,0.000000,2.330000,1387.840000,0.021507,0.043100
1959,6,Jun-30-1959,58.470000,0.003400,0.148611,3.400000,0.003000,2.330000,1386.390000,-0.001046,0.043400
1959,7,Jul-31-1959,60.510000,0.003400,0.150278,3.410000,0.003000,2.340000,1438.320000,0.037460,0.044000
1959,8,Aug-31-1959,59.600000,0.000000,0.150278,3.420000,0.000000,2.340000,1420.260000,-0.012555,0.044300
1959,9,Sep-30-1959,56.880000,0.003400,0.150278,3.430000,0.003000,2.350000,1359.030000,-0.043116,0.046800
1959,10,Oct-31-1959,57.520000,0.003400,0.151944,3.420000,0.003000,2.360000,1377.950000,0.013923,0.045300
1959,11,Nov-30-1959,58.280000,0.000000,0.151944,3.400000,0.000000,2.360000,1399.790000,0.015854,0.045300
1959,12,Dec-31-1959,59.890000,0.000000,0.151944,3.390000,0.000000,2.360000,1442.110000,0.030232,0.046900
1960,1,Jan-31-1960,55.610000,-0.003400,0.158611,3.390000,-0.003000,2.350000,1342.870000,-0.068816,0.047200
1960,2,Feb-29-1960,56.120000,0.003400,0.158611,3.390000,0.003000,2.360000,1359.020000,0.012023,0.044900
1960,3,Mar-31-1960,55.340000,0.000000,0.158611,3.390000,0.000000,2.360000,1343.970000,-0.011072,0.042500
1960,4,Apr-30-1960,54.370000,0.003400,0.162222,3.350000,0.003000,2.370000,1324.350000,-0.014597,0.042800
1960,5,May-31-1960,55.830000,0.000000,0.162222,3.300000,0.000000,2.370000,1363.870000,0.029837,0.043500
1960,6,Jun-30-1960,56.920000,0.003400,0.162222,3.260000,0.003000,2.370000,1394.460000,0.022429,0.041500
1960,7,Jul-31-1960,55.510000,0.000000,0.162500,3.260000,0.000000,2.370000,1363.900000,-0.021917,0.039000
1960,8,Aug-31-1960,56.960000,0.000000,0.162500,3.270000,0.000000,2.370000,1403.510000,0.029049,0.038000
1960,9,Sep-30-1960,53.520000,0.000000,0.162500,3.270000,0.000000,2.370000,1322.760000,-0.057540,0.038000
1960,10,Oct-31-1960,53.390000,0.006800,0.162500,3.270000,0.007000,2.390000,1323.560000,0.000607,0.038900
1960,11,Nov-30-1960,55.540000,0.000000,0.162500,3.270000,0.000000,2.390000,1380.890000,0.043313,0.039300
1960,12,Dec-31-1960,58.110000,0.000000,0.162500,3.270000,0.000000,2.390000,1448.830000,0.049199,0.038400
1961,1,Jan-31-1961,61.780000,0.000000,0.161944,3.210000,0.000000,2.390000,1544.360000,0.065943,0.038400
1961,2,Feb-28-1961,63.440000,0.000000,0.161944,3.150000,0.000000,2.390000,1589.910000,0.029491,0.037800
1961,3,Mar-31-1961,65.060000,0.000000,0.161944,3.090000,0.000000,2.390000,1634.570000,0.028089,0.037400
1961,4,Apr-30-1961,65.310000,0.000000,0.161667,3.070000,0.000000,2.390000,1644.910000,0.006327,0.037800
1961,5,May-31-1961,66.560000,0.000000,0.161667,3.050000,0.000000,2.390000,1680.470000,0.021615,0.037100
1961,6,Jun-30-1961,64.640000,0.000000,0.161667,3.030000,0.000000,2.390000,1636.070000,-0.026417,0.038800
1961,7,Jul-31-1961,66.760000,0.006700,0.162778,3.040000,0.007000,2.410000,1693.850000,0.035315,0.039200
1961,8,Aug-31-1961,68.070000,-0.003300,0.162778,3.040000,-0.003000,2.400000,1731.220000,0.022061,0.040400
1961,9,Sep-30-1961,66.730000,0.003300,0.162778,3.050000,0.003000,2.410000,1701.280000,-0.017294,0.039800
1961,10,Oct-31-1961,68.620000,0.000000,0.166667,3.100000,0.000000,2.410000,1753.710000,0.030821,0.039200
1961,11,Nov-30-1961,71.320000,0.000000,0.166667,3.140000,0.000000,2.410000,1826.980000,0.041776,0.039400
1961,12,Dec-31-1961,71.550000,0.000000,0.166667,3.190000,0.000000,2.410000,1837.140000,0.005562,0.040600
1962,1,Jan-31-1962,68.840000,0.000000,0.169444,3.250000,0.000000,2.410000,1771.900000,-0.035508,0.040800
1962,2,Feb-28-1962,69.960000,0.003300,0.169444,3.310000,0.003000,2.410000,1805.090000,0.018731,0.040400
1962,3,Mar-31-1962,69.550000,0.000000,0.169444,3.370000,0.000000,2.410000,1798.890000,-0.003438,0.039300
1962,4,Apr-30-1962,65.240000,0.003300,0.171111,3.400000,0.003000,2.420000,1691.840000,-0.059510,0.038400
1962,5,May-31-1962,59.630000,0.000000,0.171111,3.440000,0.000000,2.420000,1550.790000,-0.083367,0.038700
1962,6,Jun-30-1962,54.750000,0.000000,0.171111,3.470000,0.000000,2.420000,1428.330000,-0.078968,0.039100
1962,7,Jul-31-1962,58.230000,0.003300,0.172778,3.490000,0.003000,2.430000,1523.620000,0.066717,0.040100
1962,8,Aug-31-1962,59.120000,0.000000,0.172778,3.510000,0.000000,2.430000,1551.430000,0.018251,0.039800
1962,9,Sep-30-1962,56.270000,0.003300,0.172778,3.530000,0.003000,2.440000,1481.180000,-0.045285,0.039800
1962,10,Oct-31-1962,56.520000,0.000000,0.176111,3.580000,0.000000,2.440000,1492.390000,0.007573,0.039300
1962,11,Nov-30-1962,62.260000,0.000000,0.176111,3.620000,0.000000,2.440000,1648.600000,0.104673,0.039200
1962,12,Dec-31-1962,63.100000,0.000000,0.176111,3.670000,0.000000,2.440000,1675.510000,0.016320,0.038600
1963,1,Jan-31-1963,66.200000,0.000000,0.178611,3.680000,0.000000,2.440000,1762.570000,0.051959,0.038300
1963,2,Feb-28-1963,64.290000,0.000000,0.178611,3.700000,0.000000,2.440000,1716.470000,-0.026154,0.039200
1963,3,Mar-31-1963,66.570000,0.003300,0.178611,3.710000,0.003000,2.450000,1782.110000,0.038242,0.039300
1963,4,Apr-30-1963,69.800000,0.000000,0.181944,3.750000,0.000000,2.450000,1873.450000,0.051254,0.039700
1963,5,May-31-1963,70.800000,0.000000,0.181944,3.800000,0.000000,2.450000,1905.180000,0.016933,0.039300
1963,6,Jun-30-1963,69.370000,0.003300,0.181944,3.840000,0.003000,2.460000,1871.590000,-0.017628,0.039900
1963,7,Jul-31-1963,69.130000,0.003300,0.183889,3.880000,0.003000,2.460000,1870.080000,-0.000809,0.040200
1963,8,Aug-31-1963,72.500000,0.000000,0.183889,3.920000,0.000000,2.460000,1966.220000,0.051409,0.040000
1963,9,Sep-30-1963,71.700000,0.000000,0.183889,3.960000,0.000000,2.460000,1949.510000,-0.008498,0.040800
1963,10,Oct-31-1963,74.010000,0.003300,0.188056,3.980000,0.003000,2.470000,2017.430000,0.034840,0.041100
1963,11,Nov-30-1963,73.230000,0.000000,0.188056,4.000000,0.000000,2.470000,2001.290000,-0.007998,0.041200
1963,12,Dec-31-1963,75.020000,0.003200,0.188056,4.020000,0.003000,2.480000,2055.350000,0.027011,0.041300
1964,1,Jan-31-1964,77.040000,0.000000,0.192778,4.070000,0.000000,2.480000,2115.980000,0.029496,0.041700
1964,2,Feb-29-1964,77.800000,0.000000,0.192778,4.130000,0.000000,2.480000,2142.140000,0.012367,0.041500
1964,3,Mar-31-1964,78.980000,0.000000,0.192778,4.180000,0.000000,2.480000,2179.940000,0.017645,0.042200
1964,4,Apr-30-1964,79.460000,0.000000,0.196944,4.230000,0.000000,2.480000,2198.630000,0.008571,0.042300
1964,5,May-31-1964,80.370000,0.000000,0.196944,4.280000,0.000000,2.480000,2229.260000,0.013931,0.042000
1964,6,Jun-30-1964,81.690000,0.003200,0.196944,4.330000,0.003000,2.490000,2271.330000,0.018874,0.041700
1964,7,Jul-31-1964,83.180000,0.003200,0.201667,4.380000,0.003000,2.500000,2318.370000,0.020708,0.041900
1964,8,Aug-31-1964,81.830000,-0.003200,0.201667,4.420000,-0.003000,2.490000,2286.360000,-0.013805,0.041900
1964,9,Sep-30-1964,84.180000,0.003200,0.201667,4.470000,0.003000,2.500000,2357.660000,0.031183,0.042000
1964,10,Oct-31-1964,84.860000,0.000000,0.206667,4.500000,0.000000,2.500000,2382.490000,0.010533,0.041900
1964,11,Nov-30-1964,84.420000,0.003200,0.206667,4.520000,0.003000,2.500000,2375.940000,-0.002750,0.041500
1964,12,Dec-31-1964,84.750000,0.000000,0.206667,4.550000,0.000000,2.500000,2391.040000,0.006357,0.041800
1965,1,Jan-31-1965,87.560000,0.000000,0.211111,4.590000,0.000000,2.500000,2476.280000,0.035647,0.041900
1965,2,Feb-28-1965,87.430000,0.000000,0.211111,4.640000,0.000000,2.500000,2478.570000,0.000926,0.042100
1965,3,Mar-31-1965,86.160000,0.003200,0.211111,4.680000,0.003000,2.510000,2448.550000,-0.012111,0.042100
1965,4,Apr-30-1965,89.110000,0.003200,0.215833,4.730000,0.003000,2.520000,2538.520000,0.036744,0.042000
1965,5,May-31-1965,88.420000,0.000000,0.215833,4.790000,0.000000,2.520000,2525.010000,-0.005321,0.042100
1965,6,Jun-30-1965,84.120000,0.006400,0.215833,4.840000,0.006000,2.540000,2408.380000,-0.046190,0.042100
1965,7,Jul-31-1965,85.250000,0.000000,0.220278,4.890000,0.000000,2.540000,2447.040000,0.016052,0.042000
1965,8,Aug-31-1965,87.170000,0.000000,0.220278,4.930000,0.000000,2.540000,2508.470000,0.025106,0.042500
1965,9,Sep-30-1965,89.960000,0.000000,0.220278,4.980000,0.000000,2.540000,2595.100000,0.034533,0.042900
1965,10,Oct-31-1965,92.420000,0.003200,0.225000,5.050000,0.003000,2.540000,2672.560000,0.029847,0.043500
1965,11,Nov-30-1965,91.610000,0.000000,0.225000,5.120000,0.000000,2.540000,2655.640000,-0.006330,0.044500
1965,12,Dec-31-1965,92.430000,0.003200,0.225000,5.190000,0.003000,2.550000,2685.930000,0.011407,0.046200
1966,1,Jan-31-1966,92.880000,0.000000,0.230000,5.240000,0.000000,2.550000,2705.690000,0.007357,0.046100
1966,2,Feb-28-1966,91.220000,0.006300,0.230000,5.290000,0.006000,2.570000,2664.040000,-0.015396,0.048300
1966,3,Mar-31-1966,89.230000,0.003100,0.230000,5.340000,0.003000,2.580000,2612.640000,-0.019294,0.048700
1966,4,Apr-30-1966,91.060000,0.006200,0.234444,5.380000,0.006000,2.590000,2673.080000,0.023136,0.047500
1966,5,May-31-1966,86.130000,0.000000,0.234444,5.420000,0.000000,2.590000,2535.240000,-0.051566,0.047800
1966,6,Jun-30-1966,84.740000,0.003100,0.234444,5.460000,0.003000,2.600000,2501.230000,-0.013416,0.048100
1966,7,Jul-31-1966,83.600000,0.003100,0.239167,5.480000,0.003000,2.610000,2474.640000,-0.010631,0.050200
1966,8,Aug-31-1966,77.100000,0.006200,0.239167,5.490000,0.006000,2.620000,2289.310000,-0.074890,0.052200
1966,9,Sep-30-1966,76.560000,0.000000,0.239167,5.510000,0.000000,2.620000,2280.380000,-0.003902,0.051800
1966,10,Oct-31-1966,80.200000,0.006100,0.239722,5.520000,0.006000,2.640000,2395.940000,0.050676,0.050100
1966,11,Nov-30-1966,80.450000,0.000000,0.239722,5.540000,0.000000,2.640000,2410.570000,0.006106,0.051600
1966,12,Dec-31-1966,80.330000,0.000000,0.239722,5.550000,0.000000,2.640000,2414.160000,0.001488,0.048400
1967,1,Jan-31-1967,86.610000,0.000000,0.240833,5.520000,0.000000,2.640000,2610.130000,0.081176,0.045800
1967,2,Feb-28-1967,86.780000,0.000000,0.240833,5.480000,0.000000,2.640000,2622.510000,0.004743,0.046300
1967,3,Mar-31-1967,90.200000,0.003000,0.240833,5.450000,0.003000,2.650000,2733.140000,0.042185,0.045400
1967,4,Apr-30-1967,94.010000,0.003000,0.241667,5.410000,0.003000,2.660000,2855.910000,0.044919,0.045900
1967,5,May-31-1967,89.080000,0.003000,0.241667,5.370000,0.003000,2.660000,2713.480000,-0.049871,0.048500
1967,6,Jun-30-1967,90.640000,0.003000,0.241667,5.330000,0.003000,2.670000,2768.360000,0.020225,0.050200
1967,7,Jul-31-1967,94.750000,0.003000,0.242778,5.320000,0.003000,2.680000,2901.310000,0.048023,0.051600
1967,8,Aug-31-1967,93.640000,0.003000,0.242778,5.310000,0.003000,2.690000,2874.750000,-0.009153,0.052800
1967,9,Sep-30-1967,96.710000,0.003000,0.242778,5.300000,0.003000,2.700000,2976.460000,0.035378,0.053000
1967,10,Oct-31-1967,93.300000,0.003000,0.243333,5.310000,0.003000,2.700000,2879.000000,-0.032744,0.054800
1967,11,Nov-30-1967,94.000000,0.003000,0.243333,5.320000,0.003000,2.710000,2908.100000,0.010111,0.057500
1967,12,Dec-31-1967,96.470000,0.003000,0.243333,5.330000,0.003000,2.720000,2992.050000,0.028865,0.057000
1968,1,Jan-31-1968,92.240000,0.005900,0.245000,5.370000,0.006000,2.740000,2868.450000,-0.041308,0.055300
1968,2,Feb-29-1968,89.360000,0.002900,0.245000,5.400000,0.003000,2.740000,2786.510000,-0.028567,0.055600
