Date,Ten_Year_Treasury
1934-06-01,0.0298
1934-05-01,0.0301
1934-04-01,0.0304
1934-03-01,0.030699999999999998
1934-02-01,0.030899999999999997
1934-01-01,0.031200000000000002
1933-12-01,0.031400000000000004
1933-11-01,0.0315
1933-10-01,0.0317
1933-09-01,0.0318
1933-08-01,0.032
1933-07-01,0.0321
1933-06-01,0.0323
1933-05-01,0.0325
1933-04-01,0.0326
1933-03-01,0.032799999999999996
1933-02-01,0.0329
1933-01-01,0.0331
1932-12-01,0.0334
1932-11-01,0.0337
1932-10-01,0.034
1932-09-01,0.034300000000000004
1932-08-01,0.0346
1932-07-01,0.0349
1932-06-01,0.0353
1932-05-01,0.0356
1932-04-01,0.0359
1932-03-01,0.0362
1932-02-01,0.0365
1932-01-01,0.0368
1931-12-01,0.0365
1931-11-01,0.0362
1931-10-01,0.036000000000000004
1931-09-01,0.035699999999999996
1931-08-01,0.0354
1931-07-01,0.0351
1931-06-01,0.0348
1931-05-01,0.0345
1931-04-01,0.0342
1931-03-01,0.034
1931-02-01,0.0337
1931-01-01,0.0334
1930-12-01,0.0334
1930-11-01,0.0333
1930-10-01,0.0333
1930-09-01,0.0332
1930-08-01,0.0332
1930-07-01,0.0332
1930-06-01,0.0331
1930-05-01,0.0331
1930-04-01,0.033
1930-03-01,0.033
1930-02-01,0.0329
1930-01-01,0.0329
1929-12-01,0.0332
1929-11-01,0.0334
1929-10-01,0.0337
1929-09-01,0.0339
1929-08-01,0.0342
1929-07-01,0.0344
1929-06-01,0.0347
1929-05-01,0.035
1929-04-01,0.0352
1929-03-01,0.0355
1929-02-01,0.035699999999999996
1929-01-01,0.036000000000000004
1928-12-01,0.0358
1928-11-01,0.0356
1928-10-01,0.0353
1928-09-01,0.0351
1928-08-01,0.0349
1928-07-01,0.0346
1928-06-01,0.0344
1928-05-01,0.0342
1928-04-01,0.034
1928-03-01,0.0338
1928-02-01,0.0335
1928-01-01,0.0333
1927-12-01,0.0333
1927-11-01,0.0333
1927-10-01,0.0333
1927-09-01,0.0333
1927-08-01,0.0333
1927-07-01,0.0334
1927-06-01,0.0334
1927-05-01,0.0334
1927-04-01,0.0334
1927-03-01,0.0334
1927-02-01,0.0334
1927-01-01,0.0334
1926-12-01,0.0337
1926-11-01,0.034
1926-10-01,0.0342
1926-09-01,0.0345
1926-08-01,0.0348
1926-07-01,0.0351
1926-06-01,0.0354
1926-05-01,0.035699999999999996
1926-04-01,0.036000000000000004
1926-03-01,0.0362
1926-02-01,0.0365
1926-01-01,0.0368
1925-12-01,0.0369
1925-11-01,0.0371
1925-10-01,0.037200000000000004
1925-09-01,0.0374
1925-08-01,0.037599999999999995
1925-07-01,0.0377
1925-06-01,0.0379
1925-05-01,0.038
1925-04-01,0.0382
1925-03-01,0.0383
1925-02-01,0.0385
1925-01-01,0.038599999999999995
1924-12-01,0.0388
1924-11-01,0.038900000000000004
1924-10-01,0.0391
1924-09-01,0.0393
1924-08-01,0.0394
1924-07-01,0.039599999999999996
1924-06-01,0.0398
1924-05-01,0.039900000000000005
1924-04-01,0.0401
1924-03-01,0.0403
1924-02-01,0.0404
1924-01-01,0.0406
1923-12-01,0.0409
1923-11-01,0.041100000000000005
1923-10-01,0.0414
1923-09-01,0.0416
1923-08-01,0.0418
1923-07-01,0.0421
1923-06-01,0.0424
1923-05-01,0.0426
1923-04-01,0.042800000000000005
1923-03-01,0.0431
1923-02-01,0.0434
1923-01-01,0.0436
1922-12-01,0.0436
1922-11-01,0.0435
1922-10-01,0.0434
1922-09-01,0.0434
1922-08-01,0.0434
1922-07-01,0.0433
1922-06-01,0.0432
1922-05-01,0.0432
1922-04-01,0.0432
1922-03-01,0.0431
1922-02-01,0.043
1922-01-01,0.043
1921-12-01,0.0437
1921-11-01,0.0443
1921-10-01,0.045
1921-09-01,0.045599999999999995
1921-08-01,0.0463
1921-07-01,0.047
1921-06-01,0.047599999999999996
1921-05-01,0.0483
1921-04-01,0.0489
1921-03-01,0.0496
1921-02-01,0.050199999999999995
1921-01-01,0.0509
1920-12-01,0.0508
1920-11-01,0.0507
1920-10-01,0.0506
1920-09-01,0.050499999999999996
1920-08-01,0.0504
1920-07-01,0.050300000000000004
1920-06-01,0.050199999999999995
1920-05-01,0.0501
1920-04-01,0.05
1920-03-01,0.0499
1920-02-01,0.049800000000000004
1920-01-01,0.049699999999999994
1919-12-01,0.0493
1919-11-01,0.0489
1919-10-01,0.048499999999999995
1919-09-01,0.0481
1919-08-01,0.04769999999999999
1919-07-01,0.047400000000000005
1919-06-01,0.047
1919-05-01,0.0466
1919-04-01,0.0462
1919-03-01,0.0458
1919-02-01,0.0454
1919-01-01,0.045
1918-12-01,0.0451
1918-11-01,0.0451
1918-10-01,0.0452
1918-09-01,0.0452
1918-08-01,0.0453
1918-07-01,0.0453
1918-06-01,0.0454
1918-05-01,0.0455
1918-04-01,0.0455
1918-03-01,0.045599999999999995
1918-02-01,0.045599999999999995
1918-01-01,0.045700000000000005
1917-12-01,0.0454
1917-11-01,0.0451
1917-10-01,0.0449
1917-09-01,0.0446
1917-08-01,0.0443
1917-07-01,0.044000000000000004
1917-06-01,0.0437
1917-05-01,0.0434
1917-04-01,0.0432
1917-03-01,0.0429
1917-02-01,0.0426
1917-01-01,0.042300000000000004
1916-12-01,0.042199999999999994
1916-11-01,0.042
1916-10-01,0.0418
1916-09-01,0.0417
1916-08-01,0.0416
1916-07-01,0.0414
1916-06-01,0.0412
1916-05-01,0.041100000000000005
1916-04-01,0.0409
1916-03-01,0.0408
1916-02-01,0.0407
1916-01-01,0.0405
1915-12-01,0.0407
1915-11-01,0.0408
1915-10-01,0.040999999999999995
1915-09-01,0.041100000000000005
1915-08-01,0.041299999999999996
1915-07-01,0.0414
1915-06-01,0.0416
1915-05-01,0.0418
1915-04-01,0.04190000000000001
1915-03-01,0.0421
1915-02-01,0.042199999999999994
1915-01-01,0.0424
1914-12-01,0.042300000000000004
1914-11-01,0.042300000000000004
1914-10-01,0.042199999999999994
1914-09-01,0.0421
1914-08-01,0.0421
1914-07-01,0.042
1914-06-01,0.04190000000000001
1914-05-01,0.04190000000000001
1914-04-01,0.0418
1914-03-01,0.0417
1914-02-01,0.0417
1914-01-01,0.0416
1913-12-01,0.0418
1913-11-01,0.0421
1913-10-01,0.042300000000000004
1913-09-01,0.0426
1913-08-01,0.042800000000000005
1913-07-01,0.043
1913-06-01,0.0433
1913-05-01,0.0435
1913-04-01,0.0438
1913-03-01,0.044000000000000004
1913-02-01,0.0443
1913-01-01,0.044500000000000005
1912-12-01,0.0441
1912-11-01,0.0438
1912-10-01,0.0434
1912-09-01,0.043
1912-08-01,0.042699999999999995
1912-07-01,0.042300000000000004
1912-06-01,0.04190000000000001
1912-05-01,0.0416
1912-04-01,0.0412
1912-03-01,0.0408
1912-02-01,0.0405
1912-01-01,0.0401
1911-12-01,0.0401
1911-11-01,0.0401
1911-10-01,0.04
1911-09-01,0.04
1911-08-01,0.04
1911-07-01,0.039900000000000005
1911-06-01,0.039900000000000005
1911-05-01,0.039900000000000005
1911-04-01,0.039900000000000005
1911-03-01,0.0398
1911-02-01,0.0398
1911-01-01,0.0398
1910-12-01,0.0397
1910-11-01,0.0397
1910-10-01,0.039599999999999996
1910-09-01,0.039599999999999996
1910-08-01,0.0395
1910-07-01,0.0394
1910-06-01,0.0394
1910-05-01,0.0393
1910-04-01,0.0393
1910-03-01,0.0392
1910-02-01,0.0392
1910-01-01,0.0391
1909-12-01,0.039
1909-11-01,0.0388
1909-10-01,0.0387
1909-09-01,0.038599999999999995
1909-08-01,0.0385
1909-07-01,0.0384
1909-06-01,0.0382
1909-05-01,0.0381
1909-04-01,0.038
1909-03-01,0.0379
1909-02-01,0.0377
1909-01-01,0.037599999999999995
1908-12-01,0.0377
1908-11-01,0.0378
1908-10-01,0.0379
1908-09-01,0.038
1908-08-01,0.0381
1908-07-01,0.0382
1908-06-01,0.0382
1908-05-01,0.0383
1908-04-01,0.0384
1908-03-01,0.0385
1908-02-01,0.038599999999999995
1908-01-01,0.0387
1907-12-01,0.0385
1907-11-01,0.0384
1907-10-01,0.0382
1907-09-01,0.038
1907-08-01,0.0379
1907-07-01,0.0377
1907-06-01,0.0375
1907-05-01,0.0374
1907-04-01,0.037200000000000004
1907-03-01,0.037000000000000005
1907-02-01,0.0369
1907-01-01,0.036699999999999997
1906-12-01,0.0365
1906-11-01,0.0363
1906-10-01,0.0361
1906-09-01,0.0359
1906-08-01,0.035699999999999996
1906-07-01,0.0355
1906-06-01,0.0353
1906-05-01,0.0351
1906-04-01,0.0349
1906-03-01,0.0347
1906-02-01,0.0345
1906-01-01,0.034300000000000004
1905-12-01,0.034300000000000004
1905-11-01,0.0344
1905-10-01,0.0344
1905-09-01,0.0345
1905-08-01,0.0345
1905-07-01,0.0345
1905-06-01,0.0346
1905-05-01,0.0346
1905-04-01,0.0347
1905-03-01,0.0347
1905-02-01,0.0348
1905-01-01,0.0348
1904-12-01,0.0347
1904-11-01,0.0347
1904-10-01,0.0346
1904-09-01,0.0345
1904-08-01,0.0345
1904-07-01,0.0344
1904-06-01,0.034300000000000004
1904-05-01,0.034300000000000004
1904-04-01,0.0342
1904-03-01,0.0341
1904-02-01,0.0341
1904-01-01,0.034
1903-12-01,0.0339
1903-11-01,0.0338
1903-10-01,0.0338
1903-09-01,0.0337
1903-08-01,0.0336
1903-07-01,0.0335
1903-06-01,0.0334
1903-05-01,0.0333
1903-04-01,0.0333
1903-03-01,0.0332
1903-02-01,0.0331
1903-01-01,0.033
1902-12-01,0.0329
1902-11-01,0.032799999999999996
1902-10-01,0.0327
1902-09-01,0.0326
1902-08-01,0.0325
1902-07-01,0.032400000000000005
1902-06-01,0.0323
1902-05-01,0.0322
1902-04-01,0.0321
1902-03-01,0.032
1902-02-01,0.0319
1902-01-01,0.0318
1901-12-01,0.0317
1901-11-01,0.0317
1901-10-01,0.0316
1901-09-01,0.0315
1901-08-01,0.0315
1901-07-01,0.031400000000000004
1901-06-01,0.0313
1901-05-01,0.0313
1901-04-01,0.031200000000000002
1901-03-01,0.0311
1901-02-01,0.0311
1901-01-01,0.031
1900-12-01,0.031
1900-11-01,0.0311
1900-10-01,0.0311
1900-09-01,0.031200000000000002
1900-08-01,0.031200000000000002
1900-07-01,0.031200000000000002
1900-06-01,0.0313
1900-05-01,0.0313
1900-04-01,0.031400000000000004
1900-03-01,0.031400000000000004
1900-02-01,0.0315
1900-01-01,0.0315
1899-12-01,0.0315
1899-11-01,0.031400000000000004
1899-10-01,0.031400000000000004
1899-09-01,0.0313
1899-08-01,0.0313
1899-07-01,0.031200000000000002
1899-06-01,0.031200000000000002
1899-05-01,0.031200000000000002
1899-04-01,0.0311
1899-03-01,0.0311
1899-02-01,0.031
1899-01-01,0.031
1898-12-01,0.031200000000000002
1898-11-01,0.031400000000000004
1898-10-01,0.0316
1898-09-01,0.0318
1898-08-01,0.032
1898-07-01,0.0322
1898-06-01,0.0325
1898-05-01,0.0327
1898-04-01,0.0329
1898-03-01,0.0331
1898-02-01,0.0333
1898-01-01,0.0335
1897-12-01,0.0335
1897-11-01,0.0336
1897-10-01,0.0336
1897-09-01,0.0337
1897-08-01,0.0337
1897-07-01,0.0338
1897-06-01,0.0338
1897-05-01,0.0338
1897-04-01,0.0339
1897-03-01,0.0339
1897-02-01,0.034
1897-01-01,0.034
1896-12-01,0.0342
1896-11-01,0.034300000000000004
1896-10-01,0.0345
1896-09-01,0.0347
1896-08-01,0.0348
1896-07-01,0.035
1896-06-01,0.0352
1896-05-01,0.0353
1896-04-01,0.0355
1896-03-01,0.035699999999999996
1896-02-01,0.0358
1896-01-01,0.036000000000000004
1895-12-01,0.0359
1895-11-01,0.0358
1895-10-01,0.035699999999999996
1895-09-01,0.0355
1895-08-01,0.0354
1895-07-01,0.0353
1895-06-01,0.0352
1895-05-01,0.0351
1895-04-01,0.0349
1895-03-01,0.0348
1895-02-01,0.0347
1895-01-01,0.0346
1894-12-01,0.0348
1894-11-01,0.035
1894-10-01,0.0352
1894-09-01,0.0354
1894-08-01,0.0356
1894-07-01,0.0358
1894-06-01,0.036000000000000004
1894-05-01,0.0362
1894-04-01,0.0364
1894-03-01,0.0366
1894-02-01,0.0368
1894-01-01,0.037000000000000005
1893-12-01,0.037000000000000005
1893-11-01,0.0371
1893-10-01,0.0371
1893-09-01,0.037200000000000004
1893-08-01,0.037200000000000004
1893-07-01,0.037200000000000004
1893-06-01,0.0373
1893-05-01,0.0373
1893-04-01,0.0374
1893-03-01,0.0374
1893-02-01,0.0375
1893-01-01,0.0375
1892-12-01,0.0374
1892-11-01,0.037200000000000004
1892-10-01,0.0371
1892-09-01,0.037000000000000005
1892-08-01,0.0369
1892-07-01,0.036699999999999997
1892-06-01,0.0366
1892-05-01,0.0365
1892-04-01,0.0364
1892-03-01,0.0362
1892-02-01,0.0361
1892-01-01,0.036000000000000004
1891-12-01,0.036000000000000004
1891-11-01,0.036000000000000004
1891-10-01,0.0361
1891-09-01,0.0361
1891-08-01,0.0361
1891-07-01,0.0361
1891-06-01,0.0361
1891-05-01,0.0361
1891-04-01,0.0362
1891-03-01,0.0362
1891-02-01,0.0362
1891-01-01,0.0362
1890-12-01,0.036000000000000004
1890-11-01,0.0359
1890-10-01,0.035699999999999996
1890-09-01,0.0355
1890-08-01,0.0354
1890-07-01,0.0352
1890-06-01,0.035
1890-05-01,0.0349
1890-04-01,0.0347
1890-03-01,0.0345
1890-02-01,0.0344
1890-01-01,0.0342
1889-12-01,0.0342
1889-11-01,0.0342
1889-10-01,0.034300000000000004
1889-09-01,0.034300000000000004
1889-08-01,0.034300000000000004
1889-07-01,0.034300000000000004
1889-06-01,0.0344
1889-05-01,0.0344
1889-04-01,0.0344
1889-03-01,0.0344
1889-02-01,0.0345
1889-01-01,0.0345
1888-12-01,0.0347
1888-11-01,0.0349
1888-10-01,0.0351
1888-09-01,0.0352
1888-08-01,0.0354
1888-07-01,0.0356
1888-06-01,0.0358
1888-05-01,0.036000000000000004
1888-04-01,0.0362
1888-03-01,0.0363
1888-02-01,0.0365
1888-01-01,0.036699999999999997
1887-12-01,0.0366
1887-11-01,0.0364
1887-10-01,0.0363
1887-09-01,0.0362
1887-08-01,0.0361
1887-07-01,0.036000000000000004
1887-06-01,0.0358
1887-05-01,0.035699999999999996
1887-04-01,0.0356
1887-03-01,0.0355
1887-02-01,0.0353
1887-01-01,0.0352
1886-12-01,0.0351
1886-11-01,0.0349
1886-10-01,0.0348
1886-09-01,0.0347
1886-08-01,0.0346
1886-07-01,0.0344
1886-06-01,0.034300000000000004
1886-05-01,0.0342
1886-04-01,0.0341
1886-03-01,0.0339
1886-02-01,0.0338
1886-01-01,0.0337
1885-12-01,0.0338
1885-11-01,0.0339
1885-10-01,0.0341
1885-09-01,0.0342
1885-08-01,0.034300000000000004
1885-07-01,0.0344
1885-06-01,0.0346
1885-05-01,0.0347
1885-04-01,0.0348
1885-03-01,0.0349
1885-02-01,0.0351
1885-01-01,0.0352
1884-12-01,0.0353
1884-11-01,0.0354
1884-10-01,0.0355
1884-09-01,0.0355
1884-08-01,0.0356
1884-07-01,0.035699999999999996
1884-06-01,0.0358
1884-05-01,0.0359
1884-04-01,0.036000000000000004
1884-03-01,0.036000000000000004
1884-02-01,0.0361
1884-01-01,0.0362
1883-12-01,0.0362
1883-11-01,0.0362
1883-10-01,0.0362
1883-09-01,0.0362
1883-08-01,0.0362
1883-07-01,0.0362
1883-06-01,0.0363
1883-05-01,0.0363
1883-04-01,0.0363
1883-03-01,0.0363
1883-02-01,0.0363
1883-01-01,0.0363
1882-12-01,0.0363
1882-11-01,0.0363
1882-10-01,0.0363
1882-09-01,0.0363
1882-08-01,0.0363
1882-07-01,0.0362
1882-06-01,0.0362
1882-05-01,0.0362
1882-04-01,0.0362
1882-03-01,0.0362
1882-02-01,0.0362
1882-01-01,0.0362
1881-12-01,0.0363
1881-11-01,0.0363
1881-10-01,0.0364
1881-09-01,0.0365
1881-08-01,0.0365
1881-07-01,0.0366
1881-06-01,0.036699999999999997
1881-05-01,0.036699999999999997
1881-04-01,0.0368
1881-03-01,0.0369
1881-02-01,0.0369
1881-01-01,0.037000000000000005
1880-12-01,0.0373
1880-11-01,0.0375
1880-10-01,0.0378
1880-09-01,0.0381
1880-08-01,0.0383
1880-07-01,0.038599999999999995
1880-06-01,0.038900000000000004
1880-05-01,0.0391
1880-04-01,0.0394
1880-03-01,0.0397
1880-02-01,0.039900000000000005
1880-01-01,0.04019999999999999
1879-12-01,0.0404
1879-11-01,0.0405
1879-10-01,0.0407
1879-09-01,0.0409
1879-08-01,0.040999999999999995
1879-07-01,0.0412
1879-06-01,0.0414
1879-05-01,0.0415
1879-04-01,0.0417
1879-03-01,0.04190000000000001
1879-02-01,0.042
1879-01-01,0.042199999999999994
1878-12-01,0.042300000000000004
1878-11-01,0.0424
1878-10-01,0.0425
1878-09-01,0.0426
1878-08-01,0.042699999999999995
1878-07-01,0.042800000000000005
1878-06-01,0.0429
1878-05-01,0.043
1878-04-01,0.0431
1878-03-01,0.0432
1878-02-01,0.0433
1878-01-01,0.0434
1877-12-01,0.0435
1877-11-01,0.0436
1877-10-01,0.0437
1877-09-01,0.0438
1877-08-01,0.043899999999999995
1877-07-01,0.043899999999999995
1877-06-01,0.044000000000000004
1877-05-01,0.0441
1877-04-01,0.044199999999999996
1877-03-01,0.0443
1877-02-01,0.0444
1877-01-01,0.044500000000000005
1876-12-01,0.0446
1876-11-01,0.0447
1876-10-01,0.0449
1876-09-01,0.045
1876-08-01,0.0451
1876-07-01,0.0452
1876-06-01,0.0453
1876-05-01,0.0454
1876-04-01,0.0455
1876-03-01,0.045700000000000005
1876-02-01,0.0458
1876-01-01,0.045899999999999996
1875-12-01,0.0463
1875-11-01,0.0467
1875-10-01,0.0471
1875-09-01,0.0475
1875-08-01,0.0479
1875-07-01,0.0483
1875-06-01,0.0487
1875-05-01,0.049100000000000005
1875-04-01,0.0495
1875-03-01,0.0499
1875-02-01,0.050300000000000004
1875-01-01,0.0507
1874-12-01,0.051
1874-11-01,0.051399999999999994
1874-10-01,0.051699999999999996
1874-09-01,0.052000000000000005
1874-08-01,0.0524
1874-07-01,0.0527
1874-06-01,0.053
1874-05-01,0.053399999999999996
1874-04-01,0.0537
1874-03-01,0.054000000000000006
1874-02-01,0.054400000000000004
1874-01-01,0.0547
1873-12-01,0.0548
1873-11-01,0.054900000000000004
1873-10-01,0.055
1873-09-01,0.055099999999999996
1873-08-01,0.0552
1873-07-01,0.0553
1873-06-01,0.0553
1873-05-01,0.0554
1873-04-01,0.0555
1873-03-01,0.0556
1873-02-01,0.0557
1873-01-01,0.0558
1872-12-01,0.0556
1872-11-01,0.0554
1872-10-01,0.0553
1872-09-01,0.055099999999999996
1872-08-01,0.054900000000000004
1872-07-01,0.0547
1872-06-01,0.0545
1872-05-01,0.054299999999999994
1872-04-01,0.0541
1872-03-01,0.054000000000000006
1872-02-01,0.0538
1872-01-01,0.0536
1871-12-01,0.0536
1871-11-01,0.0535
1871-10-01,0.0535
1871-09-01,0.0535
1871-08-01,0.053399999999999996
1871-07-01,0.053399999999999996
1871-06-01,0.053399999999999996
1871-05-01,0.0533
1871-04-01,0.0533
1871-03-01,0.0533
1871-02-01,0.053200000000000004
1871-01-01,0.053200000000000004
