Date,SP500_Div_Yield_Month
1931-06-01,0.0637
1931-07-01,0.0649
1931-08-01,0.061900000000000004
1931-09-01,0.06280000000000001
1931-10-01,0.0727
1931-11-01,0.08259999999999999
1931-12-01,0.0802
1932-01-01,0.09720000000000001
1932-02-01,0.0956
1932-03-01,0.0932
1932-04-01,0.08960000000000001
1932-05-01,0.11359999999999999
1932-06-01,0.1246
1932-07-01,0.1384
1932-08-01,0.1264
1932-09-01,0.0806
1932-10-01,0.0702
1932-11-01,0.07769999999999999
1932-12-01,0.0747
1933-01-01,0.0733
1933-02-01,0.0698
1933-03-01,0.0784
1933-04-01,0.07780000000000001
1933-05-01,0.0697
1933-06-01,0.0536
1933-07-01,0.0452
1933-08-01,0.0414
1933-09-01,0.0431
1933-10-01,0.043
1933-11-01,0.0471
1933-12-01,0.0455
1934-01-01,0.0441
1934-02-01,0.0418
1934-03-01,0.039
1934-04-01,0.0412
1934-05-01,0.0406
1934-06-01,0.0453
1934-07-01,0.044800000000000006
1934-08-01,0.0471
1934-09-01,0.049100000000000005
1934-10-01,0.0504
1934-11-01,0.0501
1934-12-01,0.048799999999999996
1935-01-01,0.048600000000000004
1935-02-01,0.048600000000000004
1935-03-01,0.0501
1935-04-01,0.0535
1935-05-01,0.049400000000000006
1935-06-01,0.0455
1935-07-01,0.0435
1935-08-01,0.041299999999999996
1935-09-01,0.0387
1935-10-01,0.0379
1935-11-01,0.0378
1935-12-01,0.0353
1936-01-01,0.036000000000000004
1936-02-01,0.0349
1936-03-01,0.0337
1936-04-01,0.0336
1936-05-01,0.0347
1936-06-01,0.0379
1936-07-01,0.0374
1936-08-01,0.0366
1936-09-01,0.037200000000000004
1936-10-01,0.038
1936-11-01,0.0383
1936-12-01,0.0394
1937-01-01,0.042199999999999994
1937-02-01,0.0415
1937-03-01,0.0409
1937-04-01,0.0415
1937-05-01,0.045899999999999996
1937-06-01,0.049800000000000004
1937-07-01,0.0537
1937-08-01,0.0493
1937-09-01,0.047400000000000005
1937-10-01,0.0536
1937-11-01,0.0635
1937-12-01,0.0705
1938-01-01,0.0726
1938-02-01,0.0701
1938-03-01,0.0713
1938-04-01,0.0757
1938-05-01,0.0775
1938-06-01,0.0755
1938-07-01,0.0725
1938-08-01,0.0583
1938-09-01,0.0558
1938-10-01,0.0562
1938-11-01,0.0467
1938-12-01,0.042800000000000005
1939-01-01,0.04019999999999999
1939-02-01,0.041100000000000005
1939-03-01,0.0417
1939-04-01,0.042
1939-05-01,0.0483
1939-06-01,0.046900000000000004
1939-07-01,0.0464
1939-08-01,0.0461
1939-09-01,0.04769999999999999
1939-10-01,0.043899999999999995
1939-11-01,0.045
1939-12-01,0.047400000000000005
1940-01-01,0.0501
1940-02-01,0.0507
1940-03-01,0.0513
1940-04-01,0.0519
1940-05-01,0.0519
1940-06-01,0.0608
1940-07-01,0.0672
1940-08-01,0.06570000000000001
1940-09-01,0.065
1940-10-01,0.063
1940-11-01,0.062400000000000004
1940-12-01,0.061
1941-01-01,0.0636
1941-02-01,0.0638
1941-03-01,0.0684
1941-04-01,0.0683
1941-05-01,0.0709
1941-06-01,0.0728
1941-07-01,0.0707
1941-08-01,0.0676
1941-09-01,0.0682
1941-10-01,0.0684
1941-11-01,0.07150000000000001
1941-12-01,0.0754
1942-01-01,0.08109999999999999
1942-02-01,0.0788
1942-03-01,0.0805
1942-04-01,0.08439999999999999
1942-05-01,0.0867
1942-06-01,0.08449999999999999
1942-07-01,0.07919999999999999
1942-08-01,0.0748
1942-09-01,0.0737
1942-10-01,0.07139999999999999
1942-11-01,0.0655
1942-12-01,0.0634
1943-01-01,0.062
1943-02-01,0.058499999999999996
1943-03-01,0.0552
1943-04-01,0.0533
1943-05-01,0.0516
1943-06-01,0.0496
1943-07-01,0.048799999999999996
1943-08-01,0.048
1943-09-01,0.0508
1943-10-01,0.05
1943-11-01,0.0508
1943-12-01,0.0535
1944-01-01,0.053099999999999994
1944-02-01,0.0518
1944-03-01,0.0524
1944-04-01,0.0512
1944-05-01,0.0524
1944-06-01,0.0518
1944-07-01,0.049699999999999994
1944-08-01,0.0487
1944-09-01,0.049699999999999994
1944-10-01,0.0508
1944-11-01,0.0496
1944-12-01,0.0499
1945-01-01,0.0489
1945-02-01,0.04769999999999999
1945-03-01,0.0464
1945-04-01,0.0467
1945-05-01,0.0455
1945-06-01,0.043899999999999995
1945-07-01,0.0431
1945-08-01,0.044199999999999996
1945-09-01,0.0443
1945-10-01,0.0417
1945-11-01,0.04
1945-12-01,0.0387
1946-01-01,0.0381
1946-02-01,0.037000000000000005
1946-03-01,0.0373
1946-04-01,0.0388
1946-05-01,0.0364
1946-06-01,0.0364
1946-07-01,0.0366
1946-08-01,0.0379
1946-09-01,0.0388
1946-10-01,0.045700000000000005
1946-11-01,0.0472
1946-12-01,0.0479
1947-01-01,0.046900000000000004
1947-02-01,0.046900000000000004
1947-03-01,0.0454
1947-04-01,0.0475
1947-05-01,0.050199999999999995
1947-06-01,0.0521
1947-07-01,0.0512
1947-08-01,0.048799999999999996
1947-09-01,0.050499999999999996
1947-10-01,0.0525
1947-11-01,0.052199999999999996
1947-12-01,0.053899999999999997
1948-01-01,0.0559
1948-02-01,0.056900000000000006
1948-03-01,0.06
1948-04-01,0.0594
1948-05-01,0.0552
1948-06-01,0.0526
1948-07-01,0.050499999999999996
1948-08-01,0.052199999999999996
1948-09-01,0.0542
1948-10-01,0.0552
1948-11-01,0.055
1948-12-01,0.059500000000000004
1949-01-01,0.061200000000000004
1949-02-01,0.0616
1949-03-01,0.0652
1949-04-01,0.06570000000000001
1949-05-01,0.0667
1949-06-01,0.0681
1949-07-01,0.073
1949-08-01,0.0696
1949-09-01,0.0676
1949-10-01,0.06709999999999999
1949-11-01,0.0675
1949-12-01,0.0687
1950-01-01,0.0689
1950-02-01,0.0681
1950-03-01,0.0674
1950-04-01,0.0674
1950-05-01,0.0661
1950-06-01,0.0645
1950-07-01,0.064
1950-08-01,0.07150000000000001
1950-09-01,0.0698
1950-10-01,0.0697
1950-11-01,0.0693
1950-12-01,0.0718
1951-01-01,0.07440000000000001
1951-02-01,0.0701
1951-03-01,0.0683
1951-04-01,0.0703
1951-05-01,0.07
1951-06-01,0.0705
1951-07-01,0.0724
1951-08-01,0.0705
1951-09-01,0.067
1951-10-01,0.0647
1951-11-01,0.0635
1951-12-01,0.0637
1952-01-01,0.0602
1952-02-01,0.0584
1952-03-01,0.0596
1952-04-01,0.0596
1952-05-01,0.0602
1952-06-01,0.060700000000000004
1952-07-01,0.059500000000000004
1952-08-01,0.057800000000000004
1952-09-01,0.0576
1952-10-01,0.058499999999999996
1952-11-01,0.0592
1952-12-01,0.056900000000000006
1953-01-01,0.0541
1953-02-01,0.053899999999999997
1953-03-01,0.0545
1953-04-01,0.054299999999999994
1953-05-01,0.0572
1953-06-01,0.057
1953-07-01,0.0593
1953-08-01,0.058499999999999996
1953-09-01,0.0582
1953-10-01,0.061
1953-11-01,0.059699999999999996
1953-12-01,0.0588
1954-01-01,0.0584
1954-02-01,0.0572
1954-03-01,0.0562
1954-04-01,0.0553
1954-05-01,0.053
1954-06-01,0.0507
1954-07-01,0.0501
1954-08-01,0.0483
1954-09-01,0.047599999999999996
1954-10-01,0.0467
1954-11-01,0.0464
1954-12-01,0.0454
1955-01-01,0.044000000000000004
1955-02-01,0.0434
1955-03-01,0.042199999999999994
1955-04-01,0.042699999999999995
1955-05-01,0.0414
1955-06-01,0.0417
1955-07-01,0.0395
1955-08-01,0.037200000000000004
1955-09-01,0.0378
1955-10-01,0.0365
1955-11-01,0.038599999999999995
1955-12-01,0.0363
1956-01-01,0.0361
1956-02-01,0.0378
1956-03-01,0.0383
1956-04-01,0.0364
1956-05-01,0.0365
1956-06-01,0.0382
1956-07-01,0.038900000000000004
1956-08-01,0.037200000000000004
1956-09-01,0.0377
1956-10-01,0.0393
1956-11-01,0.0391
1956-12-01,0.0388
1957-01-01,0.0375
1957-02-01,0.0382
1957-03-01,0.039900000000000005
1957-04-01,0.0393
1957-05-01,0.0384
1957-06-01,0.037000000000000005
1957-07-01,0.0364
1957-08-01,0.0359
1957-09-01,0.0382
1957-10-01,0.04
1957-11-01,0.0429
1957-12-01,0.0441
1958-01-01,0.0444
1958-02-01,0.0434
1958-03-01,0.0431
1958-04-01,0.042
1958-05-01,0.0415
1958-06-01,0.039900000000000005
1958-07-01,0.0387
1958-08-01,0.037599999999999995
1958-09-01,0.0363
1958-10-01,0.0353
1958-11-01,0.0341
1958-12-01,0.0332
1959-01-01,0.0327
1959-02-01,0.0316
1959-03-01,0.0322
1959-04-01,0.0315
1959-05-01,0.0311
1959-06-01,0.0308
1959-07-01,0.031200000000000002
1959-08-01,0.0301
1959-09-01,0.0304
1959-10-01,0.0317
1959-11-01,0.0319
1959-12-01,0.0319
1960-01-01,0.031
