Date,SP500_Div_Reinvest_Month
1886-06-01,13.124342965720594
1886-07-01,13.37296676905093
1886-08-01,13.521381610193457
1886-09-01,13.922684214164443
1886-10-01,14.324976510668458
1886-11-01,14.728253122627093
1886-12-01,14.392482020047877
1887-01-01,14.285648463351192
1887-02-01,14.230401662094046
1887-03-01,14.613604031472565
1887-04-01,14.998613648091277
1887-05-01,15.30768637298355
1887-06-01,14.915429504198961
1887-07-01,14.600719581584258
1887-08-01,14.285464405317457
1887-09-01,14.153688641304612
1887-10-01,13.731559700705802
1887-11-01,14.050560997002824
1887-12-01,14.025400109541982
1888-01-01,14.187675585629131
1888-02-01,14.162538551371204
1888-03-01,13.679106914257602
1888-04-01,13.788122395246521
1888-05-01,14.032931184262477
1888-06-01,13.651677886956346
1888-07-01,14.061819977932528
1888-08-01,14.418289850135759
1888-09-01,14.830844725990822
1888-10-01,14.801852675825957
1888-11-01,14.550189824387324
1888-12-01,14.325084874268974
1889-01-01,14.658182115336631
1889-02-01,14.88001533230189
1889-03-01,14.623519664236307
1889-04-01,14.648616328908625
1889-05-01,15.099437394144527
1889-06-01,15.40913291001067
1889-07-01,15.148155556079447
1889-08-01,15.402328030133312
1889-09-01,15.829883653663764
1889-10-01,15.594522065340428
1889-11-01,15.503045032086309
1889-12-01,15.469169188328037
1890-01-01,15.697604038065673
1890-02-01,15.575443805104511
1890-03-01,15.511666461523609
1890-04-01,15.889852200445679
1890-05-01,16.624228694313697
1890-06-01,16.559688528163004
1890-07-01,16.494962304740888
1890-08-01,16.161186692880623
1890-09-01,15.946232952264143
1890-10-01,15.279386668463014
1890-11-01,14.21763547337362
1890-12-01,13.939626868057573
1891-01-01,14.725334946593527
1891-02-01,14.96440613440156
1891-03-01,14.744513093641132
1891-04-01,15.29299493103262
1891-05-01,15.287683153869704
1891-06-01,15.03426278191197
1891-07-01,14.842216349075024
1891-08-01,15.398999899503528
1891-09-01,16.710288252710548
1891-10-01,16.76779949478029
1891-11-01,16.572968203511792
1891-12-01,17.13767999414904
1892-01-01,17.513657515643597
1892-02-01,17.60421997116732
1892-03-01,17.85563023763056
1892-04-01,17.8834885940606
1892-05-01,17.94414342620879
1892-06-01,17.908475279954956
1892-07-01,17.9704087569648
1892-08-01,18.293410094964763
1892-09-01,17.899391090876033
1892-10-01,18.323960238030082
1892-11-01,18.32276131344027
1892-12-01,18.19003587970821
1893-01-01,18.587453500272076
1893-02-01,18.321391995082152
1893-03-01,17.720961574307566
1893-04-01,17.78844890296972
1893-05-01,16.27583668125707
1893-06-01,15.567637420208698
1893-07-01,14.178019787855801
1893-08-01,13.906642991878106
1893-09-01,14.970201517595905
1893-10-01,15.488249280639028
1893-11-01,15.801531819755102
1893-12-01,15.31755804279101
1894-01-01,15.075853228940277
1894-02-01,15.357972346719764
1894-03-01,15.886941413103488
1894-04-01,16.169666737596355
1894-05-01,15.63537188526478
1894-06-01,15.49027681866739
1894-07-01,15.236046517001569
1894-08-01,15.879860002385959
1894-09-01,16.199944206963153
1894-10-01,15.757909323092997
1894-11-01,15.823435962694859
1894-12-01,15.741745347731538
1895-01-01,15.621973851151704
1895-02-01,15.464317503672309
1895-03-01,15.527850074749896
1895-04-01,16.260911909027605
1895-05-01,17.220431296506213
1895-06-01,17.62070359923444
1895-07-01,17.758504999552194
1895-08-01,18.084949212748413
1895-09-01,18.260545008251775
1895-10-01,18.056084678705282
1895-11-01,17.507057113160876
1895-12-01,16.534625909432208
1896-01-01,16.40317818509202
1896-02-01,17.15775479343154
1896-03-01,16.94738722480075
1896-04-01,17.16315558084229
1896-05-01,17.14557823146161
1896-06-01,16.89303945100148
1896-07-01,15.854466856136252
1896-08-01,15.008678141837192
1896-09-01,15.859853040986033
1896-10-01,16.277294788057123
1896-11-01,17.453108997503826
1896-12-01,16.873426030980454
1897-01-01,16.933467305274025
1897-02-01,16.832644290639696
1897-03-01,16.933515656562328
1897-04-01,16.46692792265392
1897-05-01,16.609135663250992
1897-06-01,17.446481370390533
1897-07-01,18.28687197687325
1897-08-01,19.5414976347933
1897-09-01,20.552424561435682
1897-10-01,19.95194778467167
1897-11-01,19.308078353530284
1897-12-01,19.786913506354185
1898-01-01,20.39265410805137
1898-02-01,20.413953566655618
1898-03-01,19.55283683540345
1898-04-01,19.28017848269121
1898-05-01,20.61586277022597
1898-06-01,21.489257818061464
1898-07-01,21.641614957235966
1898-08-01,22.521579139004114
1898-09-01,22.547591491683924
1898-10-01,22.144315743891397
1898-11-01,22.948112840012353
1898-12-01,24.447341018065572
1899-01-01,26.385543521829856
1899-02-01,27.458985981366606
1899-03-01,27.924903905149755
1899-04-01,28.348419979001232
1899-05-01,27.23832341358741
1899-06-01,26.69724976310213
1899-07-01,27.698676649795324
1899-08-01,28.482014044085354
1899-09-01,28.247788176961397
1899-10-01,28.191131480308606
1899-11-01,28.803471165767075
1899-12-01,26.91409721954275
1900-01-01,27.35107500868768
1900-02-01,27.927127881470042
1900-03-01,28.23690913525906
1900-04-01,28.686178958411215
1900-05-01,27.415102211462784
1900-06-01,26.688972681669277
1900-07-01,26.785720207640328
1900-08-01,27.25276077896044
1900-09-01,26.7113377354828
1900-10-01,27.788724959267146
1900-11-01,30.080235930134528
1900-12-01,32.010476082049586
1901-01-01,33.06233279331539
1901-02-01,34.02473154989309
1901-03-01,35.36769865465568
1901-04-01,38.464328263525886
1901-05-01,36.64169126465547
1901-06-01,40.425609514739826
1901-07-01,37.82943129381015
1901-08-01,38.479787434758
1901-09-01,38.41278282977211
1901-10-01,38.105342121062485
1901-11-01,39.05404149422404
1901-12-01,38.55186113826536
1902-01-01,39.50847910004211
1902-02-01,39.980239290675264
1902-03-01,40.160150367483304
1902-04-01,41.6674881478371
1902-05-01,41.701198030200096
1902-06-01,41.58704675134865
1902-07-01,42.66338149800593
1902-08-01,43.94272774021984
1902-09-01,44.17805523036883
1902-10-01,42.91223747103699
1902-11-01,41.391528587943384
1902-12-01,40.57190264766029
1903-01-01,42.783978539780954
1903-02-01,42.67005313246513
1903-03-01,41.131008752323694
1903-04-01,39.58758843498422
1903-05-01,38.96178102623608
1903-06-01,36.945128638993346
1903-07-01,35.38631949794624
1903-08-01,34.39224675231563
1903-09-01,33.7071450701337
1903-10-01,32.75795203861739
1903-11-01,33.01432574866702
1903-12-01,34.698614924287064
1904-01-01,35.436265930783286
1904-02-01,34.63052852935187
1904-03-01,34.67587853840446
1904-04-01,35.68752588989911
1904-05-01,35.08267875965296
1904-06-01,35.28686129936793
1904-07-01,36.90564199616983
1904-08-01,38.310869676090896
1904-09-01,40.15875977106229
1904-10-01,42.672648300025706
1904-11-01,45.13855519120343
1904-12-01,45.726026304627496
1905-01-01,46.87008594022063
1905-02-01,49.07811363453376
1905-03-01,50.62211294849565
1905-04-01,50.151836316005934
1905-05-01,47.82417964000831
1905-06-01,48.53762262733598
1905-07-01,50.216668803936514
1905-08-01,52.24248961544865
1905-09-01,52.5661531331094
1905-10-01,53.46288728345901
1905-11-01,53.33195223630071
1905-12-01,54.81025838623975
1906-01-01,56.869713627931986
1906-02-01,56.62637040886212
1906-03-01,55.400257330215624
1906-04-01,54.81221344293626
1906-05-01,53.52582659377509
1906-06-01,54.40219539024687
1906-07-01,53.17139544197917
1906-08-01,57.29812417974055
1906-09-01,59.25525114297109
1906-10-01,57.66541887147116
1906-11-01,59.04640934685947
1906-12-01,58.704820219836336
1907-01-01,57.227799386251704
1907-02-01,55.626883624669226
1907-03-01,50.343813964972405
1907-04-01,50.79195882048382
1907-05-01,49.23779450006765
1907-06-01,47.86145428027597
1907-07-01,49.91484904385266
1907-08-01,46.374390027581256
1907-09-01,46.09849166035043
1907-10-01,41.28399819250077
1907-11-01,39.070643777608836
1907-12-01,41.310299667827216
1908-01-01,43.311339354743104
1908-02-01,41.9525014071916
1908-03-01,43.90782645317581
1908-04-01,46.51397432057652
1908-05-01,49.26016568196908
1908-06-01,49.552853704405784
1908-07-01,51.604367791670654
1908-08-01,54.055616527894024
1908-09-01,53.68941044941863
1908-10-01,54.573913367054494
1908-11-01,58.508270183400086
1908-12-01,60.06135167457614
1909-01-01,60.483354171699176
1909-02-01,58.965484566087845
1909-03-01,59.99967215914456
1909-04-01,62.93055300566888
1909-05-01,65.26378259676584
1909-06-01,66.65554575014515
1909-07-01,67.84946560229051
1909-08-01,69.73436334695359
1909-09-01,70.04659302205684
1909-10-01,70.56885258320966
1909-11-01,70.47206587278501
1909-12-01,71.55768527851535
1910-01-01,70.27845618087423
1910-02-01,68.01643112117392
1910-03-01,69.96185499789429
1910-04-01,68.5314933016015
1910-05-01,67.66346767298376
1910-06-01,64.66156778487019
1910-07-01,61.64876506610261
1910-08-01,63.42607256244553
1910-09-01,64.13278951333625
1910-10-01,67.37404342051482
1910-11-01,67.58161680005134
1910-12-01,65.96908869328685
1911-01-01,67.86500932237313
1911-02-01,69.3280365312997
1911-03-01,68.8036871971019
1911-04-01,68.79612765035405
1911-05-01,70.57514510043661
1911-06-01,72.28718297687655
1911-07-01,72.2797187832672
1911-08-01,69.1070019033174
1911-09-01,65.61822308582954
1911-10-01,66.2947290539112
1911-11-01,69.2653670996222
1911-12-01,69.871151410642
1912-01-01,70.2486243621048
1912-02-01,69.93182771487184
1912-03-01,72.25609400868511
1912-04-01,74.82466347983765
1912-05-01,75.0543468481343
1912-06-01,75.36394602888286
1912-07-01,75.75444350232883
1912-08-01,77.81259457069638
1912-09-01,78.52594014332902
1912-10-01,78.68273717269433
1912-11-01,78.11825650129184
1912-12-01,75.61701108845264
1913-01-01,75.29197080198287
1913-02-01,72.93258760210641
1913-03-01,71.86936002439157
1913-04-01,72.1137260571904
1913-05-01,70.46390921694174
1913-06-01,67.23296178939779
1913-07-01,68.47936112792033
1913-08-01,70.65150413568624
1913-09-01,71.65797731448323
1913-10-01,69.71534187051535
1913-11-01,68.27187488560666
1913-12-01,68.52572752648567
1914-01-01,71.69325896581884
1914-02-01,72.9792721450442
1914-03-01,71.93286871965886
1914-04-01,70.53074551901403
1914-05-01,71.30035799166275
1914-06-01,71.28060639616403
1914-07-01,67.64604948375425
1914-08-01,67.97244167251337
1914-09-01,68.29701008149962
1914-10-01,68.61914431238404
1914-11-01,68.93936698584184
1914-12-01,66.2811731614527
1915-01-01,67.77445943626573
1915-02-01,67.18210794256578
1915-03-01,69.23963358304569
1915-04-01,74.79939322810354
1915-05-01,73.37002644473357
1915-06-01,74.53082332349653
1915-07-01,74.58005399140266
1915-08-01,78.09042198837503
1915-09-01,81.33446801509741
1915-10-01,86.19599947609882
1915-11-01,89.56247979940096
1915-12-01,90.09139073983154
1916-01-01,89.00134668340276
1916-02-01,88.1064363936358
1916-03-01,88.17845941505986
1916-04-01,87.58317307824974
1916-05-01,89.90383264588412
1916-06-01,91.17156397146549
1916-07-01,90.30162474630676
1916-08-01,91.40197401339421
1916-09-01,95.57747827083936
1916-10-01,98.98712417288237
1916-11-01,101.72325441590885
1916-12-01,98.07612869710354
1917-01-01,96.23006824722378
1917-02-01,91.25113256042323
1917-03-01,94.58552439731397
1917-04-01,93.65695056870064
1917-05-01,90.98698530318427
1917-06-01,93.3716042545738
1917-07-01,91.31222070528231
1917-08-01,89.14517342466667
1917-09-01,85.39638722315073
1917-10-01,81.31418751076919
1917-11-01,75.07840575603709
1917-12-01,73.10208758936716
1918-01-01,78.16531645173112
1918-02-01,81.18338032412085
1918-03-01,80.14232457273792
1918-04-01,79.9716432550441
1918-05-01,83.14304576906008
1918-06-01,83.8514565544154
1918-07-01,85.12268402908207
1918-08-01,86.50749370547477
1918-09-01,86.6282485040212
1918-10-01,90.9038006448421
1918-11-01,93.80025672521474
1918-12-01,92.48984619081533
1919-01-01,92.45742596308409
1919-02-01,93.3691778892459
1919-03-01,96.78617777947396
1919-04-01,100.579462900408
1919-05-01,108.12752601647898
1919-06-01,111.59140095589748
1919-07-01,115.79955085238441
1919-08-01,108.52405238916302
1919-09-01,110.80007317985269
1919-10-01,117.03821670430958
1919-11-01,114.11439627634655
1919-12-01,111.29709105438579
1920-01-01,110.71950032674631
1920-02-01,102.0721568830503
1920-03-01,109.84681035106992
1920-04-01,109.51017485498826
1920-05-01,103.1539666099012
1920-06-01,101.90872161694709
1920-07-01,102.33729475685567
1920-08-01,98.86330369948588
1920-09-01,102.95568077836913
1920-10-01,103.6483226429805
1920-11-01,98.92073586979997
1920-12-01,90.57353174834168
1921-01-01,95.15378936358594
1921-02-01,95.04445618746696
1921-03-01,93.17000719288933
1921-04-01,94.1400687964862
1921-05-01,97.57821124536557
1921-06-01,90.28038547838224
1921-07-01,90.55974928698343
1921-08-01,89.99891678144505
1921-09-01,92.79944005135279
1921-10-01,94.62343106259915
1921-11-01,100.28847232726623
1921-12-01,104.40915187866223
1922-01-01,104.81285060235906
1922-02-01,107.677802189139
1922-03-01,112.30399276131489
1922-04-01,119.72903024827237
1922-05-01,124.99797407126461
1922-06-01,124.40764073182017
1922-07-01,125.89031725278414
1922-08-01,131.25005559569308
1922-09-01,135.29613212552297
1922-10-01,138.9154455266859
1922-11-01,132.61094455108386
1922-12-01,132.94353933010234
1923-01-01,135.41300090363643
1923-02-01,141.87123743362483
1923-03-01,144.82877244086416
1923-04-01,140.3964437470602
1923-05-01,134.39546775225318
1923-06-01,129.9243150045032
1923-07-01,126.21527180177033
1923-08-01,127.5255382198638
1923-09-01,129.0034831123463
1923-10-01,127.78617036742884
1923-11-01,132.3248762777295
1923-12-01,137.53352822072756
1924-01-01,142.7714108735674
1924-02-01,144.13764811940652
1924-03-01,142.083199133204
1924-04-01,139.5283554016637
1924-05-01,139.76699950262753
1924-06-01,143.16198447437145
1924-07-01,150.57897796352444
1924-08-01,156.5270977242763
1924-09-01,155.77064784488343
1924-10-01,154.50449490232927
1924-11-01,163.94940149525257
1924-12-01,173.61247264093365
1925-01-01,181.60442492091707
1925-02-01,183.94901586076642
1925-03-01,179.90253546463646
1925-04-01,178.80036260997065
1925-05-01,185.38740942191345
1925-06-01,189.55329690111918
1925-07-01,195.68236234656732
1925-08-01,199.18943982037993
1925-09-01,204.67263524016076
1925-10-01,212.3284320543688
1925-11-01,219.84437639033266
1925-12-01,224.33563919978226
1926-01-01,228.67130952258043
1926-02-01,229.94897657056902
1926-03-01,215.20705264486986
1926-04-01,210.11235519601473
1926-05-01,212.54451552222838
1926-06-01,223.67929398545343
1926-07-01,234.1346632503386
1926-08-01,244.45969268855436
1926-09-01,249.22652626779148
1926-10-01,244.63040181191988
1926-11-01,248.89427652192435
1926-12-01,255.65196212614757
1927-01-01,255.02774051415113
1927-02-01,261.1026027967765
1927-03-01,266.2544174242694
1927-04-01,273.9450684516479
1927-05-01,284.5816942129084
1927-06-01,289.44182684899397
1927-07-01,297.0646696962598
1927-08-01,314.13621375868223
1927-09-01,333.2528884542456
1927-10-01,329.3494033370226
1927-11-01,338.12699274792897
1927-12-01,347.34399565045004
1928-01-01,350.01816146324046
1928-02-01,347.1018026876534
1928-03-01,367.11710481925104
1928-04-01,391.65866535302234
1928-05-01,405.15473843490355
1928-06-01,386.59291847503613
1928-07-01,390.8210092066523
1928-08-01,404.89992810819757
1928-09-01,434.8557539859009
1928-10-01,445.137822772636
1928-11-01,476.75844561619687
1928-12-01,480.0789565465656
1929-01-01,517.1172070335645
1929-02-01,521.3201780194278
1929-03-01,532.0375320609223
1929-04-01,530.4242776603903
1929-05-01,539.9767265240874
1929-06-01,551.8976439378724
1929-07-01,602.8155728320736
1929-08-01,638.8198159273161
1929-09-01,665.9982564331958
1929-10-01,597.0573298900658
1929-11-01,440.2340788392771
1929-12-01,459.55268253445115
1930-01-01,467.9696959256176
1930-02-01,499.13755005990964
1930-03-01,519.7778613651926
1930-04-01,554.64986809008
1930-05-01,523.1966674734404
1930-06-01,471.90391441903785
1930-07-01,463.5601071894573
1930-08-01,459.38266792863215
1930-09-01,460.96008798758584
1930-10-01,399.0740148594688
1930-11-01,371.80739414297204
1930-12-01,348.6785637431204
1931-01-01,361.13660228526345
1931-02-01,390.66746693792464
1931-03-01,400.00101619955524
1931-04-01,363.51127907856306
1931-05-01,330.04209731764786
1931-06-01,321.1433190354111
1931-07-01,333.5885237170671
1931-08-01,325.2476660717504
1931-09-01,278.26014971591354
1931-10-01,242.55671261004454
1931-11-01,247.5620853233843
1931-12-01,202.4435338976799
1932-01-01,200.69805807282992
1932-02-01,200.590833724776
1932-03-01,202.8856286098401
1932-04-01,155.40377603539918
1932-05-01,137.6402665793138
1932-06-01,120.39223004112529
1932-07-01,127.90808728349559
1932-08-01,194.27007087738517
1932-09-01,214.53503641736899
1932-10-01,186.0079022552692
1932-11-01,185.37173302355657
1932-12-01,180.44043737025595
1933-01-01,188.7297991867227
1933-02-01,167.3374272907782
1933-03-01,167.89172024726759
1933-04-01,186.88181438668894
1933-05-01,241.9840100310085
1933-06-01,284.71747683003053
1933-07-01,308.8951606511384
1933-08-01,294.50420822386076
1933-09-01,293.06894412717145
1933-10-01,265.48558411215873
1933-11-01,272.94660471114486
1933-12-01,279.3042767609877
1934-01-01,296.35765181233785
1934-02-01,319.3979502723113
1934-03-01,304.0178949981341
1934-04-01,310.1744555213123
1934-05-01,279.5884847921295
1934-06-01,284.3629640512604
1934-07-01,271.9286546651724
1934-08-01,262.3298172308418
1934-09-01,257.0351943504551
1934-10-01,260.1494304495727
1934-11-01,268.53263684465225
1934-12-01,271.38309132587153
1935-01-01,272.4821928457413
1935-02-01,265.31317458168076
1935-03-01,249.5099563574113
1935-04-01,269.39668114293175
1935-05-01,291.75116708329193
1935-06-01,303.9709527605995
1935-07-01,321.0499827564624
1935-08-01,343.93441799095837
1935-09-01,352.32684884230855
1935-10-01,362.87684793462256
1935-11-01,398.2231230262786
1935-12-01,399.39456271318085
1936-01-01,422.71136430077985
1936-02-01,448.2803713914201
1936-03-01,459.11710519738926
1936-04-01,461.02228670310205
1936-05-01,437.8083144894838
1936-06-01,457.89330432402727
1936-07-01,486.52317928564736
1936-08-01,497.7295809750498
1936-09-01,504.93536924706774
1936-10-01,533.044539240321
1936-11-01,549.6262745813602
1936-12-01,541.9015453510165
1937-01-01,560.701595476766
1937-02-01,579.2736139075956
1937-03-01,580.6060631685644
1937-04-01,547.8310675467525
1937-05-01,525.3560242461452
1937-06-01,507.7333524504266
1937-07-01,540.3318707792699
1937-08-01,548.1180465153901
1937-09-01,472.3756470085687
1937-10-01,405.47550900631467
1937-11-01,371.77173311925884
1937-12-01,367.94588664336663
1938-01-01,379.9133266064422
1938-02-01,373.010123430117
1938-03-01,350.4152576354011
1938-04-01,338.2608245906003
1938-05-01,343.543513546932
1938-06-01,353.67212353795367
1938-07-01,426.5524824329269
1938-08-01,431.0761022924636
1938-09-01,413.37913261376536
1938-10-01,461.6183430634901
1938-11-01,463.76964300992285
1938-12-01,451.891924071017
1939-01-01,446.61718086746936
1939-02-01,444.5616699542449
1939-03-01,445.7467584333381
1939-04-01,390.9873627692871
1939-05-01,407.06011135150396
1939-06-01,415.92888368717826
1939-07-01,427.76552346967355
1939-08-01,423.1749102047617
1939-09-01,470.14075209167976
1939-10-01,476.6642771672479
1939-11-01,469.92123280449147
1939-12-01,460.6066855649752
1940-01-01,459.91233122632747
1940-02-01,458.85152286916843
1940-03-01,458.17343081199874
1940-04-01,464.6997719461892
1940-05-01,402.4276733256138
1940-06-01,369.6779216229411
1940-07-01,384.0500205439975
1940-08-01,394.27001831291824
1940-09-01,413.1168660551403
1940-10-01,419.19246271201376
1940-11-01,431.1898838237574
1940-12-01,415.6202179572441
1941-01-01,418.61659106704707
1941-02-01,394.5146647843745
1941-03-01,399.17045640220135
1941-04-01,388.93515088063106
1941-05-01,382.7103964330397
1941-06-01,398.5062573594414
1941-07-01,421.38968299240383
1941-08-01,421.6983872146845
1941-09-01,425.3411563844497
1941-10-01,410.6382673430193
1941-11-01,393.7544586338325
1941-12-01,370.4335208692098
1942-01-01,380.1743966146213
1942-02-01,370.6722362898297
1942-03-01,352.883147158807
1942-04-01,340.5944157665338
1942-05-01,346.9933442135389
1942-06-01,367.06282153927174
1942-07-01,383.23579452998365
1942-08-01,383.3930069606641
1942-09-01,389.7892728547111
1942-10-01,421.01974623764886
1942-11-01,430.1308672723662
1942-12-01,434.686408874454
1943-01-01,463.0931504742872
1943-02-01,493.02272539550637
1943-03-01,512.8968450281427
1943-04-01,532.3939985133471
1943-05-01,555.715415234763
1943-06-01,567.867931424831
1943-07-01,581.9577829343738
1943-08-01,555.4261626830888
1943-09-01,569.6551811408559
1943-10-01,566.7807742635397
1943-11-01,542.8292135131107
1943-12-01,552.4679854363167
1944-01-01,572.7974718485789
1944-02-01,571.3863679558
1944-03-01,589.9715550829853
1944-04-01,582.2059041521013
1944-05-01,595.0759680007968
1944-06-01,625.7982238505226
1944-07-01,644.7569794337762
1944-08-01,637.9120037558263
1944-09-01,630.0531370210311
1944-10-01,648.2872915082299
1944-11-01,646.4287675074362
1944-12-01,663.2941125403075
1945-01-01,685.8244287251746
1945-02-01,711.5192807087649
1945-03-01,713.758099434492
1945-04-01,734.539220300389
1945-05-01,765.2063613437322
1945-06-01,781.9977487145835
1945-07-01,768.6838267832405
1945-08-01,774.1251426546478
1945-09-01,829.8995280843893
1945-10-01,867.4827384838359
1945-11-01,898.8593262612391
1945-12-01,917.1049705227416
1946-01-01,956.6475680352456
1946-02-01,962.2598208022353
1946-03-01,936.4054960834088
1946-04-01,999.989939881181
1946-05-01,1005.173346112966
1946-06-01,1001.7524957460037
1946-07-01,976.1453997571273
1946-08-01,960.240584150198
1946-09-01,821.2927408569356
1946-10-01,805.8450852439294
1946-11-01,805.7238351517813
1946-12-01,833.169669435191
1947-01-01,840.8485834756169
1947-02-01,876.8791203391631
1947-03-01,844.543111302646
1947-04-01,816.5657637857958
1947-05-01,805.3793161843876
1947-06-01,837.0794916302542
1947-07-01,893.3333393281634
1947-08-01,879.3340449342123
1947-09-01,860.1876267879725
1947-10-01,886.3241793673554
1947-11-01,879.8086640383109
1947-12-01,869.8703263557873
1948-01-01,862.2934307452532
1948-02-01,823.7348723232718
1948-03-01,839.5961501839646
1948-04-01,908.656162752558
1948-05-01,957.2922788821232
1948-06-01,1001.3767837050966
1948-07-01,981.6767395167874
1948-08-01,957.1251955748444
